Date of Purchase,Time of Purchase,Purchase Type,Payment Method,Railcard,Ticket Class,Ticket Type,Price,Departure Station,Arrival Destination,Date of Journey,Departure Time,Arrival Time,Actual Arrival Time,Journey Status,Reason for Delay,Refund Request
15.1.24,16:00:52,Station,Credit Card,Adult,Standard,Advance,8,London Paddington,Reading,16.1.24,14:30:00,15:30:00,15:30:00,On Time,,No
15.1.24,16:03:00,Station,Credit Card,None,First Class,Anytime,19,Manchester Piccadilly,Liverpool Lime Street,15.1.24,17:45:00,18:15:00,18:15:00,On Time,,No
15.1.24,16:05:52,Station,Contactless,Adult,First Class,Anytime,157,Liverpool Lime Street,London Euston,15.1.24,17:30:00,19:45:00,20:01:00,Delayed,Technical Issue,No
15.1.24,16:11:55,Station,Credit Card,Adult,First Class,Anytime,69,London Euston,Birmingham New Street,15.1.24,17:45:00,19:05:00,19:05:00,On Time,,No
15.1.24,16:23:32,Online,Credit Card,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,16.1.24,14:45:00,15:15:00,15:15:00,On Time,,No
15.1.24,16:39:22,Station,Credit Card,None,Standard,Advance,13,London Paddington,Reading,16.1.24,15:00:00,16:00:00,16:00:00,On Time,,No
15.1.24,16:40:15,Station,Credit Card,None,Standard,Advance,13,London Paddington,Reading,16.1.24,15:00:00,16:00:00,16:00:00,On Time,,No
15.1.24,17:00:58,Station,Contactless,None,Standard,Advance,13,London Paddington,Reading,16.1.24,15:30:00,16:30:00,16:30:00,On Time,,No
15.1.24,17:01:35,Station,Debit Card,Adult,Standard,Anytime,101,Liverpool Lime Street,London Euston,15.1.24,17:30:00,19:45:00,20:01:00,Delayed,Technical Issue,Yes
15.1.24,17:02:42,Station,Contactless,None,Standard,Advance,13,London Paddington,Reading,16.1.24,15:30:00,16:30:00,16:30:00,On Time,,No
15.1.24,17:15:08,Station,Contactless,None,Standard,Advance,13,London Paddington,Reading,16.1.24,15:45:00,16:45:00,16:45:00,On Time,,No
15.1.24,17:15:53,Online,Credit Card,None,Standard,Anytime,25,London Paddington,Reading,15.1.24,18:45:00,19:45:00,,Cancelled,Staffing,No
15.1.24,17:17:52,Online,Contactless,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,15.1.24,18:45:00,19:15:00,19:15:00,On Time,,No
15.1.24,17:20:11,Online,Credit Card,None,Standard,Anytime,25,London Paddington,Reading,15.1.24,18:45:00,19:45:00,,Cancelled,Staffing,No
15.1.24,17:20:16,Online,Credit Card,None,Standard,Anytime,16,London St Pancras,Birmingham New Street,15.1.24,18:45:00,20:05:00,20:05:00,On Time,,No
15.1.24,17:21:00,Online,Credit Card,Senior,Standard,Anytime,11,Liverpool Lime Street,Crewe,15.1.24,18:45:00,19:20:00,19:20:00,On Time,,No
15.1.24,17:22:37,Online,Credit Card,None,Standard,Anytime,25,London Paddington,Reading,15.1.24,18:45:00,19:45:00,,Cancelled,Staffing,Yes
15.1.24,17:25:54,Online,Credit Card,None,First Class,Anytime,107,London St Pancras,Birmingham New Street,15.1.24,18:45:00,20:05:00,20:05:00,On Time,,No
15.1.24,17:27:35,Online,Credit Card,None,Standard,Anytime,16,London St Pancras,Birmingham New Street,15.1.24,18:45:00,20:05:00,20:05:00,On Time,,No
15.1.24,17:32:07,Station,Credit Card,Adult,Standard,Advance,4,London Euston,Birmingham New Street,16.1.24,16:00:00,17:20:00,17:20:00,On Time,,No
15.1.24,17:36:04,Station,Credit Card,Adult,Standard,Advance,4,London Euston,Birmingham New Street,16.1.24,16:00:00,17:20:00,17:20:00,On Time,,No
15.1.24,17:38:34,Station,Credit Card,Adult,Standard,Advance,23,London Kings Cross,York,16.1.24,16:00:00,17:50:00,17:50:00,On Time,,No
15.1.24,17:49:05,Online,Contactless,Adult,Standard,Advance,7,Birmingham New Street,Manchester Piccadilly,16.1.24,16:15:00,17:35:00,,Cancelled,Staffing,No
15.1.24,17:55:24,Online,Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,16.1.24,16:15:00,17:35:00,17:35:00,On Time,,No
15.1.24,17:55:42,Station,Credit Card,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,15.1.24,19:15:00,19:45:00,19:45:00,On Time,,No
15.1.24,17:56:04,Online,Contactless,Adult,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,16.1.24,16:15:00,16:45:00,16:45:00,On Time,,No
15.1.24,18:10:19,Online,Credit Card,Senior,Standard,Anytime,3,Manchester Piccadilly,Liverpool Lime Street,15.1.24,18:45:00,19:15:00,19:15:00,On Time,,No
15.1.24,18:20:36,Online,Contactless,None,Standard,Advance,76,Liverpool Lime Street,London Euston,16.1.24,16:45:00,19:00:00,19:00:00,On Time,,No
15.1.24,18:22:56,Online,Credit Card,Senior,Standard,Anytime,3,Manchester Piccadilly,Liverpool Lime Street,15.1.24,18:45:00,19:15:00,19:15:00,On Time,,No
15.1.24,18:30:10,Online,Credit Card,None,Standard,Off-Peak,10,London Euston,Birmingham New Street,15.1.24,20:00:00,21:20:00,21:20:00,On Time,,No
15.1.24,18:42:55,Station,Credit Card,None,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,15.1.24,20:00:00,20:30:00,20:30:00,On Time,,No
15.1.24,18:44:04,Station,Contactless,Disabled,Standard,Advance,5,London St Pancras,Birmingham New Street,16.1.24,17:00:00,18:20:00,,Cancelled,Weather,Yes
15.1.24,18:49:09,Online,Credit Card,Adult,Standard,Advance,23,London Kings Cross,York,16.1.24,17:15:00,19:05:00,19:05:00,On Time,,No
15.1.24,18:50:33,Online,Credit Card,Senior,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,16.1.24,17:15:00,17:45:00,17:45:00,On Time,,No
15.1.24,18:54:45,Online,Credit Card,None,Standard,Advance,35,London Kings Cross,York,16.1.24,17:15:00,19:05:00,19:05:00,On Time,,No
15.1.24,18:56:17,Online,Credit Card,Senior,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,16.1.24,17:15:00,17:45:00,17:45:00,On Time,,No
15.1.24,18:59:48,Station,Contactless,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,16.1.24,17:15:00,17:45:00,17:45:00,On Time,,No
15.1.24,19:03:46,Online,Credit Card,None,First Class,Off-Peak,78,London Euston,Birmingham New Street,15.1.24,20:30:00,21:50:00,21:50:00,On Time,,No
15.1.24,19:07:13,Online,Contactless,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,15.1.24,20:30:00,21:50:00,21:50:00,On Time,,No
15.1.24,19:26:30,Online,Credit Card,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,16.1.24,18:45:00,19:15:00,19:15:00,On Time,,No
15.1.24,19:27:48,Online,Credit Card,Senior,First Class,Advance,20,London St Pancras,Leicester,16.1.24,18:45:00,19:45:00,19:45:00,On Time,,No
15.1.24,19:32:05,Online,Credit Card,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,16.1.24,18:45:00,19:15:00,19:15:00,On Time,,No
15.1.24,19:32:27,Online,Credit Card,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,16.1.24,18:45:00,19:15:00,19:15:00,On Time,,No
15.1.24,19:33:26,Station,Debit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,16.1.24,17:45:00,19:05:00,19:05:00,On Time,,No
15.1.24,19:36:04,Station,Credit Card,Adult,Standard,Advance,4,London Euston,Birmingham New Street,16.1.24,17:45:00,19:05:00,19:05:00,On Time,,No
15.1.24,19:37:54,Station,Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,16.1.24,17:45:00,18:15:00,19:12:00,Delayed,Staffing,No
15.1.24,19:38:46,Station,Credit Card,Adult,Standard,Advance,4,London Euston,Birmingham New Street,16.1.24,17:45:00,19:05:00,19:05:00,On Time,,No
15.1.24,19:40:06,Station,Credit Card,None,First Class,Advance,10,Manchester Piccadilly,Liverpool Lime Street,16.1.24,17:45:00,18:15:00,19:12:00,Delayed,Staffing,No
15.1.24,19:43:48,Online,Credit Card,None,Standard,Advance,9,Reading,Swindon,16.1.24,17:45:00,18:30:00,18:30:00,On Time,,No
15.1.24,19:47:40,Station,Credit Card,None,Standard,Off-Peak,10,London Euston,Birmingham New Street,15.1.24,21:15:00,22:35:00,22:35:00,On Time,,No
15.1.24,20:00:12,Station,Contactless,None,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,15.1.24,21:30:00,22:00:00,22:00:00,On Time,,No
15.1.24,20:03:37,Station,Credit Card,Adult,Standard,Advance,4,London Euston,Birmingham New Street,16.1.24,18:30:00,19:50:00,19:50:00,On Time,,No
15.1.24,20:08:50,Station,Contactless,None,Standard,Off-Peak,53,London Kings Cross,York,15.1.24,21:30:00,23:20:00,23:20:00,On Time,,No
15.1.24,20:17:40,Online,Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,16.1.24,18:45:00,20:05:00,20:05:00,On Time,,No
15.1.24,20:18:33,Online,Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,16.1.24,18:45:00,19:15:00,19:15:00,On Time,,No
15.1.24,20:18:56,Online,Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,16.1.24,18:45:00,20:05:00,20:05:00,On Time,,No
15.1.24,20:19:15,Online,Credit Card,None,Standard,Advance,1,Birmingham New Street,Wolverhampton,16.1.24,18:45:00,19:00:00,19:00:00,On Time,,No
15.1.24,20:20:39,Station,Contactless,None,First Class,Advance,57,London Kings Cross,York,16.1.24,17:45:00,19:35:00,19:35:00,On Time,,No
15.1.24,20:21:12,Online,Credit Card,None,Standard,Advance,5,Birmingham New Street,Tamworth,16.1.24,18:45:00,19:05:00,19:05:00,On Time,,No
15.1.24,20:24:24,Online,Credit Card,None,Standard,Advance,5,Birmingham New Street,Tamworth,16.1.24,18:45:00,19:05:00,19:05:00,On Time,,No
15.1.24,20:24:34,Station,Contactless,None,Standard,Advance,13,London Paddington,Reading,16.1.24,17:45:00,18:45:00,18:45:00,On Time,,No
15.1.24,20:27:55,Online,Credit Card,None,Standard,Advance,7,Birmingham New Street,Nuneaton,16.1.24,18:45:00,19:05:00,19:05:00,On Time,,No
15.1.24,20:30:00,Station,Debit Card,Adult,Standard,Advance,5,London St Pancras,Birmingham New Street,16.1.24,18:45:00,20:05:00,20:05:00,On Time,,No
15.1.24,20:37:31,Station,Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,16.1.24,19:00:00,20:20:00,20:20:00,On Time,,No
15.1.24,20:46:32,Online,Contactless,Senior,Standard,Off-Peak,6,Birmingham New Street,Liverpool Lime Street,15.1.24,22:15:00,23:45:00,23:45:00,On Time,,No
15.1.24,20:50:00,Station,Credit Card,None,Standard,Off-Peak,53,London Kings Cross,York,15.1.24,22:15:00,0:05:00,0:05:00,On Time,,No
15.1.24,21:35:58,Online,Contactless,None,Standard,Advance,35,London Kings Cross,York,16.1.24,20:00:00,21:50:00,21:50:00,On Time,,No
15.1.24,21:48:00,Station,Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,16.1.24,20:15:00,20:45:00,20:45:00,On Time,,No
15.1.24,21:51:03,Station,Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,5.2.24,20:15:00,20:45:00,20:45:00,On Time,,No
15.1.24,21:58:31,Online,Contactless,None,Standard,Advance,72,London Euston,Manchester Piccadilly,16.1.24,20:15:00,22:05:00,22:05:00,On Time,,No
15.1.24,22:30:25,Online,Contactless,Adult,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,16.1.24,0:00:00,0:30:00,0:30:00,On Time,,No
15.1.24,22:38:18,Station,Contactless,Disabled,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,16.1.24,0:00:00,0:30:00,0:30:00,On Time,,No
15.1.24,22:42:21,Station,Credit Card,Disabled,Standard,Advance,4,Birmingham New Street,Liverpool Lime Street,16.1.24,0:00:00,1:30:00,1:30:00,On Time,,No
15.1.24,23:02:13,Online,Credit Card,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,16.1.24,0:30:00,1:00:00,1:00:00,On Time,,No
15.1.24,23:08:38,Station,Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,16.1.24,21:30:00,22:50:00,22:50:00,On Time,,No
15.1.24,23:13:21,Station,Credit Card,None,First Class,Advance,52,London Euston,Birmingham New Street,16.1.24,21:30:00,22:50:00,22:50:00,On Time,,No
15.1.24,23:56:54,Station,Credit Card,Adult,First Class,Advance,72,London Euston,Manchester Piccadilly,16.1.24,22:15:00,0:05:00,0:05:00,On Time,,No
16.1.24,0:00:48,Online,Credit Card,None,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,16.1.24,22:30:00,23:00:00,23:00:00,On Time,,No
16.1.24,0:03:40,Online,Contactless,None,Standard,Advance,10,Manchester Piccadilly,Leeds,17.1.24,22:30:00,23:15:00,23:15:00,On Time,,No
16.1.24,0:04:09,Online,Credit Card,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,17.1.24,22:30:00,23:00:00,23:00:00,On Time,,No
16.1.24,0:06:09,Online,Credit Card,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,16.1.24,1:30:00,2:00:00,2:51:00,Delayed,Signal Failure,Yes
16.1.24,0:17:06,Online,Credit Card,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,17.1.24,23:45:00,0:15:00,0:15:00,On Time,,No
16.1.24,0:20:54,Online,Credit Card,None,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,16.1.24,23:45:00,0:15:00,0:15:00,On Time,,No
16.1.24,0:27:01,Online,Contactless,None,Standard,Advance,7,London Euston,Birmingham New Street,17.1.24,22:45:00,0:05:00,0:05:00,On Time,,No
16.1.24,0:30:18,Online,Credit Card,Adult,Standard,Off-Peak,8,London St Pancras,Birmingham New Street,16.1.24,2:00:00,3:20:00,3:20:00,On Time,,No
16.1.24,0:31:32,Station,Credit Card,None,Standard,Off-Peak,19,London Paddington,Reading,16.1.24,23:00:00,0:00:00,0:00:00,On Time,,No
16.1.24,0:32:20,Online,Credit Card,None,Standard,Off-Peak,17,Manchester Piccadilly,Nottingham,16.1.24,2:00:00,3:00:00,3:00:00,On Time,,No
16.1.24,1:15:47,Station,Contactless,None,Standard,Off-Peak,53,London Kings Cross,York,16.1.24,23:45:00,1:35:00,1:35:00,On Time,,No
16.1.24,1:16:41,Station,Contactless,None,Standard,Advance,21,Birmingham New Street,London Euston,17.1.24,23:45:00,1:05:00,1:05:00,On Time,,No
16.1.24,1:19:45,Station,Credit Card,None,Standard,Off-Peak,128,Manchester Piccadilly,London Paddington,16.1.24,23:45:00,2:00:00,2:00:00,On Time,,No
16.1.24,1:21:33,Online,Contactless,Disabled,Standard,Off-Peak,8,York,Durham,16.1.24,23:45:00,0:35:00,0:35:00,On Time,,No
16.1.24,1:21:36,Station,Credit Card,None,Standard,Off-Peak,53,London Kings Cross,York,16.1.24,2:45:00,4:35:00,4:35:00,On Time,,No
16.1.24,1:23:50,Online,Credit Card,None,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,16.1.24,2:45:00,3:15:00,3:15:00,On Time,,No
16.1.24,1:24:25,Station,Credit Card,None,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,16.1.24,23:45:00,0:15:00,0:15:00,On Time,,No
16.1.24,1:29:38,Online,Credit Card,None,Standard,Advance,13,London Paddington,Reading,17.1.24,23:45:00,0:45:00,0:45:00,On Time,,No
16.1.24,1:54:37,Online,Contactless,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,17.1.24,0:15:00,0:45:00,0:45:00,On Time,,No
16.1.24,1:54:55,Online,Contactless,None,First Class,Advance,10,Liverpool Lime Street,Manchester Piccadilly,17.1.24,0:15:00,0:45:00,0:45:00,On Time,,No
16.1.24,2:00:37,Online,Contactless,None,Standard,Off-Peak,53,London Kings Cross,York,16.1.24,3:30:00,5:20:00,5:20:00,On Time,,No
16.1.24,2:01:53,Station,Contactless,None,Standard,Off-Peak,50,Birmingham New Street,Reading,16.1.24,3:30:00,5:00:00,5:00:00,On Time,,No
16.1.24,2:51:54,Online,Contactless,None,First Class,Advance,52,London Euston,Birmingham New Street,6.2.24,1:15:00,2:35:00,2:35:00,On Time,,No
16.1.24,2:52:44,Station,Contactless,None,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,16.1.24,4:15:00,4:45:00,4:45:00,On Time,,No
16.1.24,3:06:14,Online,Contactless,Disabled,Standard,Advance,5,London St Pancras,Birmingham New Street,17.1.24,1:30:00,2:50:00,2:50:00,On Time,,No
16.1.24,3:07:18,Online,Contactless,Disabled,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,17.1.24,1:30:00,2:00:00,2:00:00,On Time,,No
16.1.24,3:17:49,Online,Credit Card,None,Standard,Advance,86,Manchester Piccadilly,London Paddington,17.1.24,1:45:00,4:00:00,4:00:00,On Time,,No
16.1.24,3:21:45,Online,Credit Card,None,Standard,Advance,86,Manchester Piccadilly,London Paddington,17.1.24,1:45:00,4:00:00,4:00:00,On Time,,No
16.1.24,3:29:49,Online,Credit Card,None,Standard,Advance,17,Oxford,Bristol Temple Meads,17.1.24,1:45:00,3:00:00,3:00:00,On Time,,No
16.1.24,3:32:04,Online,Credit Card,None,Standard,Advance,13,London Paddington,Reading,17.1.24,2:00:00,3:00:00,3:00:00,On Time,,No
16.1.24,3:32:59,Online,Contactless,Adult,Standard,Off-Peak,4,Manchester Piccadilly,Sheffield,16.1.24,5:00:00,5:45:00,5:45:00,On Time,,No
16.1.24,3:37:39,Online,Contactless,None,First Class,Off-Peak,86,London Kings Cross,York,16.1.24,5:00:00,6:50:00,6:50:00,On Time,,No
16.1.24,3:46:32,Online,Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,17.1.24,2:15:00,3:35:00,3:35:00,On Time,,No
16.1.24,4:00:28,Station,Contactless,Disabled,Standard,Off-Peak,13,London Paddington,Reading,16.1.24,5:30:00,6:30:00,6:50:00,Delayed,Staff Shortage,No
16.1.24,4:31:47,Online,Contactless,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,16.1.24,6:00:00,6:30:00,6:30:00,On Time,,No
16.1.24,4:39:24,Online,Credit Card,Adult,Standard,Advance,51,Liverpool Lime Street,London Paddington,17.1.24,3:00:00,5:30:00,6:09:00,Delayed,Staff Shortage,Yes
16.1.24,4:57:23,Online,Credit Card,Senior,Standard,Anytime,3,Manchester Piccadilly,Liverpool Lime Street,16.1.24,6:15:00,6:45:00,6:45:00,On Time,,No
16.1.24,4:57:45,Online,Credit Card,Senior,Standard,Anytime,3,Manchester Piccadilly,Liverpool Lime Street,16.1.24,6:15:00,6:45:00,6:45:00,On Time,,No
16.1.24,4:59:44,Station,Contactless,None,Standard,Anytime,70,London Kings Cross,York,16.1.24,6:15:00,8:05:00,8:05:00,On Time,,No
16.1.24,5:00:09,Online,Credit Card,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,16.1.24,6:30:00,7:00:00,7:00:00,On Time,,No
16.1.24,5:03:05,Station,Credit Card,None,Standard,Anytime,13,London Euston,Birmingham New Street,16.1.24,6:30:00,7:50:00,7:50:00,On Time,,No
16.1.24,5:07:14,Online,Credit Card,Disabled,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,17.1.24,3:30:00,4:00:00,4:00:00,On Time,,No
16.1.24,5:11:36,Online,Credit Card,Adult,Standard,Anytime,9,London Euston,Birmingham New Street,16.1.24,6:30:00,7:50:00,7:50:00,On Time,,No
16.1.24,5:13:37,Online,Credit Card,Disabled,Standard,Anytime,7,York,Doncaster,16.1.24,6:30:00,7:00:00,7:00:00,On Time,,No
16.1.24,5:14:09,Online,Credit Card,None,Standard,Anytime,13,London Euston,Birmingham New Street,16.1.24,6:30:00,7:50:00,7:50:00,On Time,,No
16.1.24,5:16:46,Online,Contactless,None,Standard,Advance,7,London Euston,Birmingham New Street,17.1.24,3:45:00,5:05:00,5:05:00,On Time,,No
16.1.24,5:25:17,Station,Credit Card,None,Standard,Anytime,6,Liverpool Lime Street,Manchester Piccadilly,16.1.24,6:45:00,7:15:00,,Cancelled,Traffic,No
16.1.24,5:26:48,Station,Credit Card,None,Standard,Anytime,6,Liverpool Lime Street,Manchester Piccadilly,16.1.24,6:45:00,7:15:00,,Cancelled,Traffic,No
16.1.24,5:27:25,Online,Contactless,None,Standard,Anytime,16,London St Pancras,Birmingham New Street,16.1.24,6:45:00,8:05:00,8:05:00,On Time,,No
16.1.24,5:41:31,Online,Contactless,None,Standard,Advance,13,London Paddington,Reading,17.1.24,4:00:00,5:00:00,5:00:00,On Time,,No
16.1.24,5:56:20,Online,Contactless,None,Standard,Anytime,13,London Euston,Birmingham New Street,16.1.24,7:15:00,8:35:00,8:35:00,On Time,,No
16.1.24,6:10:03,Online,Credit Card,None,Standard,Anytime,70,London Kings Cross,York,16.1.24,7:30:00,9:20:00,9:20:00,On Time,,No
16.1.24,6:12:08,Online,Credit Card,None,First Class,Anytime,59,Reading,Swindon,16.1.24,7:30:00,8:15:00,8:15:00,On Time,,No
16.1.24,6:14:06,Station,Credit Card,None,Standard,Anytime,13,London Euston,Birmingham New Street,16.1.24,7:30:00,8:50:00,8:50:00,On Time,,No
16.1.24,6:21:08,Station,Credit Card,Disabled,Standard,Anytime,11,London St Pancras,Birmingham New Street,16.1.24,7:45:00,9:05:00,9:05:00,On Time,,No
16.1.24,6:31:07,Online,Contactless,None,Standard,Anytime,11,Reading,Oxford,16.1.24,8:00:00,8:25:00,8:25:00,On Time,,No
16.1.24,6:34:50,Online,Contactless,Adult,Standard,Advance,48,London Euston,Manchester Piccadilly,17.1.24,5:00:00,6:50:00,6:50:00,On Time,,No
16.1.24,6:40:50,Online,Contactless,Adult,Standard,Advance,2,Manchester Piccadilly,Sheffield,17.1.24,5:00:00,5:45:00,5:45:00,On Time,,No
16.1.24,6:41:46,Online,Credit Card,Disabled,Standard,Anytime,95,London Euston,Manchester Piccadilly,16.1.24,8:00:00,9:50:00,9:50:00,On Time,,No
16.1.24,6:43:48,Online,Contactless,None,Standard,Advance,35,London Kings Cross,York,17.1.24,5:00:00,6:50:00,6:50:00,On Time,,No
16.1.24,6:47:15,Station,Credit Card,None,Standard,Anytime,7,Manchester Piccadilly,Sheffield,16.1.24,8:15:00,9:00:00,9:00:00,On Time,,No
16.1.24,7:15:26,Online,Credit Card,None,Standard,Anytime,25,London Paddington,Reading,16.1.24,7:45:00,8:45:00,8:45:00,On Time,,No
16.1.24,7:17:28,Online,Credit Card,None,Standard,Anytime,35,London Paddington,Oxford,16.1.24,7:45:00,9:15:00,9:15:00,On Time,,No
16.1.24,7:19:37,Online,Credit Card,None,First Class,Anytime,63,London Paddington,Oxford,16.1.24,7:45:00,9:15:00,9:15:00,On Time,,No
16.1.24,7:20:27,Online,Credit Card,None,Standard,Anytime,25,London Paddington,Reading,16.1.24,7:45:00,8:45:00,8:45:00,On Time,,No
16.1.24,7:23:04,Station,Contactless,Adult,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,17.1.24,5:45:00,6:15:00,6:29:00,Delayed,Signal Failure,No
16.1.24,7:28:46,Online,Credit Card,None,Standard,Anytime,70,London Kings Cross,York,16.1.24,7:45:00,9:35:00,9:35:00,On Time,,No
16.1.24,7:45:06,Online,Contactless,None,Standard,Off-Peak,19,London Paddington,Reading,16.1.24,9:15:00,10:15:00,10:15:00,On Time,,No
16.1.24,7:48:30,Online,Credit Card,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,17.1.24,6:15:00,6:45:00,6:45:00,On Time,,No
16.1.24,7:48:49,Online,Contactless,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,17.1.24,6:15:00,6:45:00,6:45:00,On Time,,No
16.1.24,7:49:07,Online,Credit Card,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,17.1.24,6:15:00,6:45:00,6:45:00,On Time,,No
16.1.24,7:49:42,Online,Debit Card,Senior,Standard,Advance,8,London Paddington,Reading,17.1.24,6:15:00,7:15:00,7:15:00,On Time,,No
16.1.24,7:56:14,Online,Debit Card,Senior,Standard,Advance,8,London Paddington,Reading,17.1.24,6:15:00,7:15:00,7:15:00,On Time,,No
16.1.24,7:56:25,Online,Debit Card,Senior,Standard,Advance,8,London Paddington,Reading,17.1.24,6:15:00,7:15:00,7:15:00,On Time,,No
16.1.24,7:58:51,Online,Credit Card,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,17.1.24,6:15:00,6:45:00,6:45:00,On Time,,No
16.1.24,8:05:39,Online,Credit Card,Disabled,Standard,Advance,21,London St Pancras,Wolverhampton,17.1.24,6:30:00,8:00:00,8:00:00,On Time,,No
16.1.24,8:06:07,Station,Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,17.1.24,6:30:00,7:50:00,7:50:00,On Time,,No
16.1.24,8:08:42,Online,Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,17.1.24,6:30:00,7:50:00,7:50:00,On Time,,No
16.1.24,8:09:46,Online,Credit Card,None,First Class,Advance,57,London Kings Cross,York,17.1.24,7:30:00,9:20:00,9:20:00,On Time,,No
16.1.24,8:10:58,Online,Credit Card,Disabled,Standard,Advance,21,London St Pancras,Wolverhampton,17.1.24,6:30:00,8:00:00,8:00:00,On Time,,No
16.1.24,8:14:25,Online,Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,1.2.24,6:30:00,7:50:00,7:50:00,On Time,,No
16.1.24,8:15:38,Online,Credit Card,None,Standard,Advance,13,London Paddington,Reading,17.1.24,7:45:00,8:45:00,8:45:00,On Time,,No
16.1.24,8:16:18,Online,Credit Card,None,Standard,Advance,35,London Kings Cross,York,17.1.24,7:45:00,9:35:00,9:35:00,On Time,,No
16.1.24,8:21:11,Online,Credit Card,None,First Class,Advance,57,London Kings Cross,York,17.1.24,7:45:00,9:35:00,9:35:00,On Time,,No
16.1.24,8:21:59,Station,Contactless,Adult,Standard,Advance,23,London Kings Cross,York,17.1.24,6:45:00,8:35:00,8:35:00,On Time,,No
16.1.24,8:23:36,Online,Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,17.1.24,6:45:00,8:05:00,8:05:00,On Time,,No
16.1.24,8:25:06,Online,Credit Card,None,Standard,Advance,18,London Paddington,Oxford,17.1.24,7:45:00,9:15:00,9:15:00,On Time,,No
16.1.24,8:28:41,Online,Credit Card,None,Standard,Advance,13,London Paddington,Reading,17.1.24,7:45:00,8:45:00,8:45:00,On Time,,No
16.1.24,8:29:53,Online,Credit Card,None,First Class,Advance,27,London Paddington,Reading,17.1.24,7:45:00,8:45:00,8:45:00,On Time,,No
16.1.24,8:49:39,Online,Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,17.1.24,7:15:00,8:35:00,8:35:00,On Time,,No
16.1.24,9:00:02,Online,Credit Card,None,Standard,Advance,35,London Kings Cross,York,17.1.24,7:30:00,9:20:00,9:20:00,On Time,,No
16.1.24,9:02:11,Online,Credit Card,None,Standard,Advance,35,London Kings Cross,York,17.1.24,7:30:00,9:20:00,9:20:00,On Time,,No
16.1.24,9:05:01,Online,Credit Card,None,Standard,Advance,35,London Kings Cross,York,17.1.24,7:30:00,9:20:00,9:20:00,On Time,,No
16.1.24,9:07:46,Online,Credit Card,None,Standard,Advance,34,York,Peterborough,17.1.24,7:30:00,8:40:00,8:40:00,On Time,,No
